case_id,surveytime,module_end,scales_first,self_first,condition,sex_submit,sex_clicks,gender_submit,gender_clicks,firstord_submit,firstord_clicks,thirdord_submit,thirdord_clicks,natenviy,natcrimy,nateducy,natarmsy,natsci,natfarey,discaffm,posslqy,wrkstat_fulltime,wrkstat_parttime,wrkstat_notatwork,wrkstat_unemployed,wrkstat_retired,wrkstat_school,wrkstat_keephouse,wrkstat_other,wrkstat_other_text,weekswrk,fear_sa,fear_ipv,fear_aqnt,fear_strn,fear_murd,protect_alarm,protect_firearm,protect_knife,protect_mace,protect_taser,protect_whistle,protect_other,protect_other_text,protect_none,viol_throw,viol_push,viol_hit,viol_hitobj,viol_burn,viol_sa,viol_chokedrown,viol_knifegun,viol_stabshot,viol_none,perp_stranger,perp_school,perp_work,perp_neighbor,perp_friend,perp_relative,perp_lover,perp_partner,perp_other,perp_other_text,class,finalter,hispanic_binary,hispanic_detail,hispanic_other_text,white,black,amerind,asianind,chinese,filipino,japanese,korean,vietnamese,otherasian,hawaiian,guamcham,samoan,pacisland,otherrace,otherrace_text,discaff,marhomo,happy,health,mntlhlth,prtypref,prtypref_other_text,polviews,born,parborn,granborn,grade,diploma,coldegree,coldegree_type,earnrs,income06,dwelown,dwelown_other_text,cohort,firstord_fem,firstord_masc,thirdord_fem,thirdord_masc,sex,gender,gender_other_text,arrest,lockedup,rhhwork,famfinan,earnshh,cutahead,volchrty,givchrty,helpaway,carried,talkedto,hrdshp1,hrdshp4,hrdshp5,hrdshp7,partners,sexfreq,sexornt,sexsex18,cisgender,female,male,woman,man,gnlh,trans_direct,trans_indirect,polar1,polar3,crossgen1,crossgen3,notconven1,notconven3,married,fear_avg,protect_count,viol_count,race_count,race_detail,race_gss,goodhealth,health_3cat,educ,inc_cont,age,region_census,region_gss
26,413,no,no,yes,3,3.48,2,2.8099999,1,5.6290002,2,5.6300001,2,Spending too little,Spending too little,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,1,Republican,,Slightly conservative,yes,no,no,12th,yes,yes,Bachelor's,2,">$150,000",Own/buying,,1979,Not at all,Very,1,4,Male,Man,,no,no,8,Keep money separate,I have a higher income,At least once a week,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once in the past year,,,,,1,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,0,0,1,Chinese,Another race(s),good/excellent,good,16,16,35,Pacific,West
27,426,no,no,yes,3,3.8900001,1,2.7720001,1,4.2280002,2,3.6930001,2,Spending the right amount,Spending too little,Spending too little,Spending the right amount,Spending the right amount,Spending too little,not very likely,married and living with spouse,no,yes,no,no,no,no,yes,no,,48,1,Not at all afraid,2,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,middle class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Neither agree nor disagree,Not too happy,Fair,15,Republican,,Moderate,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$50,000-59,999",Own/buying,,1958,Very,Not at all,Very,Not at all,Female,Woman,,no,no,4,Pool the money,Spouse/partner has much higher income,At least once a month,At least once in the past year,At least once a week,At least once in the past year,At least once in the past year,At least once a month,,,,,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,.60000002,0,2,1,White,White,fair/poor,fair/poor,16,5.5,56,South Atlantic,South
28,432,yes,no,yes,7,4.1820002,1,3.8940001,1,6.7589998,2,5.4720001,2,Spending the right amount,Spending too much,Spending too much,Spending too much,Spending too little,Spending too little,very likely,no partner,yes,no,no,no,no,yes,no,no,,52,Not at all afraid,Not at all afraid,3,2,Not at all afraid,no,no,yes,no,no,yes,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Not too happy,Good,0,Democrat,,Liberal,no,no,no,12th,yes,yes,Bachelor's,1,"$30,000-34,999",Paying rent,,1984,2,3,1,3,Male,Man,,no,no,10,,,At least once a month,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a month,,,Yes,,3,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,1,2,SR conforming,RA conforming,SR conforming,RA conforming,no,1,2,0,1,White,White,good/excellent,good,16,3.25,30,East North Central,Midwest
29,314,no,yes,no,2,2.6010001,1,2.033,1,3.717,2,14.006,2,Spending too little,Spending too little,Spending too little,Spending too little,Spending too little,Spending too much,somewhat likely,no partner,yes,no,no,no,no,yes,no,no,,50,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,middle class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Fair,2,Republican,,Conservative,yes,yes,yes,12th,yes,no,,2,"$60,000-74,999",Own/buying,,1990,Not at all,4,Not at all,3,Male,Man,,no,no,3,,,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once a week,No,No,No,No,None,Not at all,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,3,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,2,1,White,White,fair/poor,fair/poor,12,6.75,24,Pacific,West
30,874,no,no,yes,3,5.7470002,1,24.936001,1,4.8299999,2,4.7249999,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,yes,no,no,no,no,,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Excellent,0,Independent,,Moderate,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$35,000-39,999",Own/buying,,1983,2,5,Not at all,Very,Male,Man, ,no,no,2,,,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,,,,,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,1,2,1,White,White,good/excellent,excellent,16,3.75,31,Mountain,West
31,444,no,no,yes,3,3.286,1,3.576,1,15.844,2,10.776,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,not living with spouse/partner,yes,no,no,no,no,no,no,no,,52,1,Not at all afraid,1,1,1,no,no,no,no,no,yes,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,3,Democrat,,Extremely liberal,yes,yes,no,12th,yes,yes,Graduate or Professional,1,"$30,000-34,999",Paying rent,,1980,3,2,2,2,Female,Woman,,no,no,1,Keep money separate,I have a higher income,At least once in the past year,At least once in the past year,At least once a month,At least once in the past year,Not at all in past year,At least once a month,,,,,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,1,Not at all polar,SR conforming,RA conforming,SR conforming,RA nonconforming,no,.80000001,1,0,1,White,White,good/excellent,good,20,3.25,34,Middle Atlantic,Northeast
32,293,no,yes,no,2,1.949,1,3.609,2,3.947,2,4.3520002,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,yes,yes,yes,yes,yes,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,0,Democrat,,Slightly liberal,yes,yes,yes,10th,yes,yes,Bachelor's,2,"$35,000-39,999",Own/buying,,1982,Not at all,Very,1,3,Male,Man,,no,no,7,Pool the money,Spouse/partner has higher income,At least once in the past year,Not at all in past year,Not at all in past year,At least once a month,Not at all in past year,Not at all in past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,2,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,5,0,1,White,White,good/excellent,good,16,3.75,32,South Atlantic,South
33,503,yes,no,no,8,4.178,1,3.3829999,1,6.0819998,2,9.9650002,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,married and living with spouse,no,no,no,no,yes,no,no,no,,0,1,Not at all afraid,Not at all afraid,1,Not at all afraid,no,yes,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Fair,15,Democrat,,Liberal,yes,yes,no,12th,yes,yes,Bachelor's,1,"$30,000-34,999",Own/buying,,1959,4,1,4,1,Female,Woman,,no,no,8,Keep money separate,I have a higher income,At least once in the past year,At least once a month,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,.40000001,1,0,1,White,White,fair/poor,fair/poor,16,3.25,55,South Atlantic,South
34,362,no,no,no,4,3.175,1,2.7,1,7.197,2,6.2220001,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending the right amount,Spending too little,not very likely,living with partner,no,no,no,no,no,yes,no,no,,40,2,Not at all afraid,Not at all afraid,2,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting worse,no,Not Hispanic,,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,8,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$60,000-74,999",Paying rent,,1991,5,2,Very,2,Female,Woman,,no,no,10,Keep money separate,Spouse/partner has much higher income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,At least once a month,At least once in the past year,N/A,N/A,N/A,N/A,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.80000001,0,0,1,Japanese,Another race(s),good/excellent,good,16,6.75,23,East South Central,South
35,2904,no,yes,no,2,3.217,1,4.4809999,1,4.4029999,2,6.4759998,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending too little,Spending too little,somewhat likely,no partner,no,no,no,yes,no,no,no,no,,0,1,Not at all afraid,Not at all afraid,Not at all afraid,5,no,no,no,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,nobody,working class,getting worse,no,Not Hispanic,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Not too happy,Fair,0,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,no,,1,"$50,000-59,999",Paying rent,,1991,Very,Not at all,Very,Not at all,Female,Woman,,no,no,4,,,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,At least once in the past year,No,No,No,No,1,Once or twice,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,1.2,1,0,1,Black/AfAm,Black,fair/poor,fair/poor,12,5.5,23,South Atlantic,South
36,369,no,yes,no,2,3.8280001,1,2.3299999,1,3.937,2,8.4499998,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,living with partner,yes,no,no,no,no,no,no,no,,52,3,Not at all afraid,Not at all afraid,2,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Very happy,Excellent,4,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$40,000-49,999",Paying rent,,1990,5,1,4,3,Female,Woman,,no,no,4,Keep money separate,We have about the same income,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once a month,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,1,SR conforming,RA conforming,SR conforming,RA conforming,no,1,0,0,1,White,White,good/excellent,excellent,16,4.5,24,New England,Northeast
37,445,no,yes,no,2,3.2780001,1,2.398,2,5.1729999,2,6.625,2,Spending too little,Spending the right amount,Spending too little,Spending the right amount,Spending too little,Spending the right amount,somewhat likely,living with partner,yes,no,no,no,no,no,no,no,,52,1,1,1,3,4,no,no,no,no,no,no,no,,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,,lower class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,6,Independent,,Slightly liberal,yes,yes,yes,12th,yes,no,,1,"$30,000-34,999",Paying rent,,1982,2,5,2,5,Male,Man,,no,no,3,Pool the money,I have a much higher income,At least once in the past year,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once a month,Yes,Yes,Yes,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,2,0,2,1,White,White,good/excellent,good,12,3.25,32,West South Central,South
38,702,no,no,yes,3,4.5250001,1,4.8969998,2,13.697,2,11.006,2,Spending too much,Spending the right amount,Spending the right amount,Spending the right amount,Spending the right amount,Spending too much,not very likely,no partner,no,no,no,yes,no,yes,yes,no,,52,5,Not at all afraid,5,5,5,yes,yes,yes,no,no,no,no,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,5,Republican,,Conservative,yes,yes,yes,12th,yes,no,,3,"$50,000-59,999",Own/buying,,1989,5,2,5,Not at all,Female,Woman,,yes,no,3,,,Not at all in past year,Not at all in past year,At least once in the past year,At least once a month,Not at all in past year,At least once a month,,,Yes,,None,Not at all,"Gay, lesbian, homosexual",Only women,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,5,SR conforming,RA conforming,SR conforming,RA conforming,no,4,3,1,1,White,White,good/excellent,good,12,5.5,25,East South Central,South
40,506,no,yes,no,2,4.263,1,4.9650002,1,5.9369998,2,10.095,2,Spending the right amount,Spending too little,Spending too little,Spending the right amount,Spending the right amount,Spending too little,somewhat likely,married and living with spouse,no,yes,no,no,no,no,no,no,,52,1,Not at all afraid,Not at all afraid,1,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,2,Independent,,Slightly conservative,yes,yes,no,12th,yes,no,,2,"$35,000-39,999",Paying rent,,1962,5,1,Very,Not at all,Female,Woman,,no,no,14,Pool the money,Spouse/partner has higher income,At least once in the past year,At least once a month,Not at all in past year,At least once in the past year,At least once in the past year,At least once a month,Yes,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,.40000001,0,0,1,White,White,good/excellent,good,12,3.75,52,Middle Atlantic,Northeast
41,383,no,no,no,4,2.0869999,1,1.836,1,4.0539999,2,6.0009999,5,Spending the right amount,Spending the right amount,Spending too little,Spending too little,Spending too little,Spending too little,somewhat likely,no partner,no,yes,no,no,no,no,no,no,,40,Not at all afraid,Not at all afraid,Not at all afraid,4,2,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Not too happy,Excellent,28,Democrat,,Slightly liberal,yes,yes,no,12th,yes,yes,Bachelor's,5,"$110,000-129,999",Own/buying,,1991,1,Very,1,4,Male,Man,,no,no,2,,,At least once a week,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,At least once a month,No,Yes,N/A,No,1,About once a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,3,SR conforming,RA conforming,SR conforming,RA conforming,no,1.2,0,0,1,White,White,good/excellent,excellent,16,12,23,East North Central,Midwest
